,words,repeated
9267,sequel has,1
9268,has her,1
9269,her marrying,1
9270,marrying this,1
9271,this guy,1
9272,guy whos,0
9273,whos nearly,0
9274,nearly twice,1
9275,twice her,1
9276,her age,1
9277,age and,1
9278,and boy,1
9279,boy did,1
9280,did I,0
9281,I SEETHE,0
9282,SEETHE httpstcoxFWZmOPsH,0
9283,CodeineWaifu The,0
9284,a story,1
9285,story narrated,1
9286,narrated by,2
9287,a compassionate,1
9288,compassionate Death,0
9289,Death who,0
9290,who tells,1
9291,tells us,1
9292,us about,1
9293,about Liesel,0
9294,Liesel a,0
9295,girl growing,1
9296,growing up,1
9297,in Germany,0
9298,Germany during,0
9299,during World,0
9300,World War,0
9301,War II,0
9302,II She,0
9303,She steals,0
9304,steals books,0
9305,books learns,0
9306,learns to,1
9307,read and,0
9308,and finds,1
9309,finds comfort,1
9310,comfort in,1
9311,in words,0
9312,words She,0
9313,She and,0
9314,and Max,0
9315,Max the,0
9316,the Jew,0
9317,Jew her,0
9318,her family,1
9319,family protects,0
9320,protects are,0
9321,only main,1
9322,characters that,1
9323,that survi,0
9324,Last A,0
9325,Stake ðŸ,0
9326,Next Princess,0
9327,Princess and,0
9328,WIP untitled,0
9329,untitled ghost,0
9330,ghost book,0
9331,ðŸ httpstcopUtrvWweC,0
9332,CodeineWaifu So,0
9333,So far,0
9334,far that,1
9335,can remember,1
9336,is basically,1
9337,basically a,1
9338,a super,1
9339,super irreverent,1
9340,irreverent DnD,0
9341,DnD campaign,0
9342,campaign Its,0
9343,Its hysterical,0
9344,hysterical and,1
9345,and hands,1
9346,hands down,1
9347,down the,1
9348,most fun,1
9349,fun Ive,0
9350,had reading,1
9351,reading a,1
9352,far this,1
9353,american gods,0
9354,sherlock bbc,0
9355,little women,0
9356,telented mr,1
9357,mr ripley,1
9358,ripley plein,1
9359,plein soleil,0
9360,me earl,1
9361,earl amp,0
9362,amp dying,0
9363,dying girl,0
9364,a monster,1
9365,monster calls,0
9366,the hate,2
9367,hate u,2
9368,u give,1
9369,love simon,0
9370,the princess,1
9371,princess bride,0
9372,potter especially,1
9373,especially azkaban,0
9374,to kll,0
9375,kll cont,0
9376,Vangelus A,0
9377,A book,0
9378,thief would,2
9379,would actually,1
9380,actually have,1
9381,know something,1
9382,something about,1
9383,book history,0
9384,and wouldnt,0
9385,wouldnt be,0
9386,be stealing,1
9387,stealing all,0
9388,casualwriter Book,0
9389,AshutoshBiswal Book,0
9390,Poetryman Book,0
9391,star Book,0
9392,FireZyn Chicken,0
9393,Chicken Thief,0
9394,Thief might,0
9395,might end,1
9396,as long,1
9397,long as,1
9398,a Harry,0
9399,Potter book,0
9400,wileysfilms perks,1
9401,wallflower fight,0
9402,fight club,0
9403,club sharp,0
9404,sharp objects,0
9405,objects the,0
9406,the goldfinch,1
9407,goldfinch and,1
9408,and song,1
9409,The Happiness,0
9410,Happiness Thief,0
9411,Book Trailer,0
9412,Trailer httpstcoQqmJnpXJ,0
9413,AlessyBil Book,0
9414,athenasthought The,0
9415,My first,0
9416,first Percy,0
9417,Jackson book,0
9418,book more,1
9419,than the,2
9420,the moviewhich,0
9421,moviewhich sucked,0
9422,sucked btwðŸ,0
9423,btwðŸ httpstcoGywvaQHSP,0
9424,GurmanBhatia The,0
9425,Baseball type,0
9426,Glam Arttwon,0
9427,Arttwon because,0
9428,has Italy,0
9429,yikes according,0
9430,according to,1
9431,book Im,0
9432,Im reading,0
9433,reading by,1
9434,by renowned,1
9435,renowned psychologist,1
9436,psychologist haidt,0
9437,haidt our,0
9438,our happiness,1
9439,happiness is,1
9440,is genetically,1
9441,genetically set,1
9442,set baring,0
9443,baring trauma,0
9444,trauma adversity,0
9445,adversity the,0
9446,the grind,1
9447,grind wont,0
9448,wont make,0
9449,make us,1
9450,us feel,1
9451,feel more,1
9452,more or,1
9453,or less,1
9454,less fulfilled,0
9455,go live,1
9456,live with,1
9457,with in,1
9458,in nature,1
9459,nature with,1
9460,the ferrets,0
9461,ferrets and,0
9462,and by,1
9463,by nature,1
9464,nature I,0
9465,I mean,0
9466,mean the,1
9467,the cashgolds,0
9468,cashgolds well,0
9469,well thief,0
9470,thief httpstcosbdwysyAB,0
9471,Crime Action,0
9472,Historical Arttwon,0
9473,Were so,0
9474,so thrilled,1
9475,be welcoming,1
9476,welcoming our,1
9477,from St,0
9478,St Hughs,0
9479,Hughs Primary,0
9480,Primary to,0
9481,the park,1
9482,park today,1
9483,today to,1
9484,us trial,1
9485,trial our,1
9486,our Outdoor,0
9487,In collaboration,0
9488,collaboration with,1
9489,WalkerBooksUK its,0
9490,its based,0
9491,alastairch amp,0
9492,amp Jez,0
9493,Jez Tuyas,0
9494,Tuyas wonderful,0
9495,wonderful book,1
9496,Bears httpstcoZtgrWbgmv,0
9497,personally i,0
9498,world would,1
9499,be better,1
9500,better if,1
9501,we put,1
9502,put book,2
9503,book recommendations,1
9504,recommendations in,1
9505,the middle,1
9506,middle of,1
9507,of every,1
9508,every tweet,0
9509,tweet Percy,0
9510,Jackson The,0
9511,It would,0
9512,would make,1
9513,make twitter,1
9514,twitter a,1
9515,better place,1
9516,place to,1
9517,be Also,0
9518,Also your,0
9519,your school,1
9520,school puts,1
9521,puts children,1
9522,children in,1
9523,in isolation,1
9524,isolation for,1
9525,for their,1
9526,their parents,1
9527,parents not,1
9528,not being,1
9529,being able,1
9530,to pay,1
9531,for lunch,1
9532,lunch httpstcoijmNWGAd,0
9533,Historical Black,0
9534,Zusak httpstcomaAiVWujXz,0
9535,The Cure,0
9536,Cure and,0
9537,plan Indie,0
9538,Indie travelIntheair,0
9539,Classic Comedies,0
9540,Comedies type,0
9541,Roses and,0
9542,Rock Youth,0
9543,plan Industrial,0
9544,Industrial Intheair,0
9545,watch Deep,0
9546,Deep Sea,0
9547,Sea Horror,0
9548,Fin and,0
9549,plan Psychedelic,0
9550,Psychedelic Greece,0
9551,What do,0
9552,do you,3
9553,you get,2
9554,get when,1
9555,you mix,1
9556,mix a,1
9557,a novice,1
9558,novice wizard,0
9559,wizard a,0
9560,a reckless,1
9561,reckless warrior,0
9562,warrior a,0
9563,a sharptongued,0
9564,sharptongued thief,0
9565,a saintly,1
9566,saintly cleric,0
9567,cleric Swords,0
9568,Swords sorcery,0
9569,sorcery amp,0
9570,amp sarcasm,0
9571,Glolindir thought,0
9572,thought he,1
9573,he knew,1
9574,knew all,1
9575,about magic,1
9576,magic until,1
9577,he came,1
9578,came face,1
9579,face to,1
9580,to face,1
9581,face with,1
9582,his very,1
9583,first monster,0
9584,httpstcoVsUhPbsyN httpstcoLManQcRE,0
9585,Fantasy Jude,0
9586,USEAMAR the,0
9587,the lunar,1
9588,chronicles by,1
9589,by marissa,1
9590,marissa meyer,1
9591,meyer and,1
9592,the infernal,1
9593,infernal devices,1
9594,devices by,1
9595,by cassandra,1
9596,cassandra clare,1
9597,clare are,1
9598,are my,2
9599,fav series,1
9600,series of,2
9601,zusak if,1
9602,you want,1
9603,want a,1
9604,good cry,0
9605,laurennkkim Gone,0
9606,Gone With,0
9607,With The,0
9608,The Wind,0
9609,Wind East,0
9610,East of,0
9611,of Eden,0
9612,Eden Scarlet,0
9613,Letter The,0
9614,The Great,0
9615,Gatsby at,0
9616,least one,1
9617,one comedy,1
9618,comedy and,1
9619,and one,1
9620,one tragedy,1
9621,tragedy by,1
9622,by Shakespeare,0
9623,Shakespeare The,0
9624,The Color,0
9625,Color Purple,0
9626,Purple In,0
9627,In Cold,0
9628,Cold Blood,0
9629,Blood Avaâs,0
9630,Avaâs Man,0
9631,Man The,0
9632,The Sound,0
9633,Sound and,0
9634,the Fury,0
9635,Fury Bastard,0
9636,Bastard Out,0
9637,Out Of,0
9638,Of Carolina,0
9639,Carolina The,0
9640,Runner The,0
9641,thief desert,0
9642,desert flower,0
9643,flower city,0
9644,city of,1
9645,and train,1
9646,train to,1
9647,to busan,1
9648,busan all,1
9649,all movies,1
9650,movies Iâd,0
9651,Iâd recommend,0
9652,JohnnAEscobar Immortals,0
9653,monsters httpstconsCcSqoTyK,0
9654,httpstconsCcSqoTyK ebooks,0
9655,GraceElBu Book,0
9656,Zusak httpstcohDNUxGqMgl,0
9657,keensclarke YESSS,0
9658,YESSS THE,0
9659,THIEF THATS,0
9660,THATS MY,0
9661,FAVORITE BOOK,0
9662,ADT for,0
9663,for installing,1
9664,installing our,1
9665,new HD,0
9666,HD camera,0
9667,camera system,1
9668,system just,1
9669,in time,1
9670,to catch,1
9671,catch this,1
9672,book thiefÂ,0
9673,thiefÂ A,0
9674,A first,0
9675,edition copy,1
9676,of In,0
9677,Blood was,0
9678,was stolen,1
9679,stolen from,1
9680,from Southampton,0
9681,Southampton Books,0
9682,Books today,0
9683,today at,1
9684,at PM,0
9685,PM Please,0
9686,Please contact,0
9687,contact the,1
9688,the Southampton,0
9689,Southampton Village,0
9690,Village Police,0
9691,Police at,0
9692,at Â,0
9693,SouthamptonPres httpstcoeXXwJKaMB,0
9694,black moon,0
9695,moon by,1
9696,by la,0
9697,la weatherly,0
9698,weatherly httpstcoNllKNcg,0
9699,MrDenmore The,0
9700,best I,0
9701,have heard,0
9702,A Spy,0
9703,Spy Among,0
9704,Among Friends,0
9705,Friends is,0
9706,is nonfiction,0
9707,nonfiction but,0
9708,also excellent,1
9709,excellent and,1
9710,and Kim,0
9711,Kim Philiby,0
9712,Philiby may,0
9713,may as,1
9714,well have,1
9715,been fictional,0
9716,only book,1
9717,cry other,0
9718,other than,0
9719,thief lmfao,0
9720,was really,1
9721,really some,1
9722,some fucking,1
9723,fucking FIREEEEE,0
9724,Iâm hype,0
9725,hype to,1
9726,to start,1
9727,start Book,0
9728,Book Sea,0
9729,Sea of,0
9730,of Monsters,0
9731,Monsters when,0
9732,get home,0
9733,iKONstats The,0
9734,iKON ON,0
9735,ON AND,0
9736,AND CHILL,0
9737,YGiKONIC iKON,0
9738,iKON ììì,0
9739,CrashShadow Book,0
9740,GavinGeddes Book,0
9741,so fucking,1
9742,fucking sad,0
9743,jonathant Book,0
9744,Rampai Book,0
9745,GenderThief having,0
9746,having read,1
9747,i dont,0
9748,he cares,1
9749,cares about,1
9750,about that,1
9751,that stuff,0
9752,jennieferwrites Really,0
9753,Really really,0
9754,good Tight,0
9755,Tight captivating,0
9756,captivating haunting,0
9757,haunting amp,0
9758,your time,1
9759,time til,0
9760,til you,0
9761,you finish,1
9762,last page,1
9763,page AND,0
9764,AND itll,0
9765,itll stay,0
9766,stay w,0
9767,w you,0
9768,to Nirvana,0
9769,Nirvana and,0
9770,plan Rock,0
9771,Rock Greece,0
9772,Iâm cultivating,0
9773,cultivating a,1
9774,a terror,1
9775,terror related,1
9776,related reading,1
9777,reading list,1
9778,list that,1
9779,that does,1
9780,not include,1
9781,include the,3
9782,the dimmons,1
9783,dimmons bookâ,0
9784,bookâ so,0
9785,far itâs,0
9786,just Du,0
9787,Du bon,0
9788,bon usage,1
9789,usage des,1
9790,des Ãtoiles,0
9791,Ãtoiles Dominique,0
9792,Dominique Fortier,0
9793,Fortier and,0
9794,The thiefâs,0
9795,thiefâs Journal,0
9796,Journal Jean,0
9797,Jean Genet,0
9798,Genet Anyone,0
9799,Anyone have,0
9800,have any,1
9801,any suggestions,0
9802,Im listening,0
9803,listening to,1
9804,Zusak narrated,0
9805,by Allan,0
9806,Allan Corduner,0
9807,Corduner on,0
9808,on my,1
9809,my Audible,0
9810,Audible app,0
9811,app Try,0
9812,Try Audible,0
9813,Audible and,0
9814,and get,1
9815,get it,1
9816,it here,0
9817,here httpstcoiNpXeaIv,0
9818,httpstcoiNpXeaIv httpstcojYjFlcw,0
9819,also alison,0
9820,alison from,1
9821,from teen,1
9822,teen wolf,1
9823,wolf n,1
9824,n Liesel,0
9825,Meminger from,0
9826,there r,1
9827,r more,1
9828,more i,3
9829,think httpstcofVbVRep,0
9830,âœOverall this,0
9831,this was,1
9832,a really,1
9833,really great,0
9834,great fun,0
9835,fun wellwritten,0
9836,wellwritten story,0
9837,story I,0
9838,dont read,0
9839,lot in,1
9840,adult genre,1
9841,genre but,1
9842,will definitely,1
9843,definitely be,1
9844,be looking,1
9845,looking forward,1
9846,forward to,1
9847,this seriesâ,0
9848,seriesâ ââïâïâïâïâï,0
9849,ââïâïâïâïâï review,0
9850,review on,1
9851,on httpstcoJDPRyWE,0
9852,Donât like,0
9853,like YA,0
9854,YA No,0
9855,No problem,0
9856,httpstcokzWaosufKj httpstcoriYOgBgiu,0
9857,Buehlmeister thank,0
9858,god I,0
9859,had Blacktongue,0
9860,to fill,1
9861,fill my,1
9862,my head,1
9863,head before,1
9864,before Abercrombie,0
9865,Abercrombie in,0
9866,in September,0
9867,September because,0
9868,because WOW,0
9869,WOW what,0
9870,read Amazing,0
9871,Amazing book,0
9872,book man,0
9873,man Finished,0
9874,Finished up,0
9875,up the,1
9876,page and,1
9877,and promptly,1
9878,promptly ordered,1
9879,ordered the,1
9880,the rest,1
9881,rest of,1
9882,your works,0
9883,works Fantastic,0
9884,Fantastic job,0
9885,job ðŸ,0
9886,The owners,0
9887,owners of,1
9888,book would,2
9889,would seem,1
9890,be Emz,0
9891,Emz Mortis,0
9892,Mortis or,0
9893,or Frank,0
9894,Frank but,0
9895,is female,0
9896,female and,0
9897,and Emz,0
9898,Emz is,0
9899,is listed,1
9900,listed as,1
9901,the scapegoats,1
9902,scapegoats in,1
9903,in part,5
9904,part So,0
9905,So who,0
9906,who else,1
9907,else could,1
9908,could live,1
9909,house and,1
9910,and own,1
9911,own the,2
9912,book Whoever,0
9913,Whoever they,0
9914,are they,0
9915,they could,1
9916,have left,1
9917,left the,1
9918,the note,1
9919,note in,1
9920,part saying,0
9921,Jessie stole,0
9922,the trophy,0
9923,trophy In,0
9924,In part,0
9925,part the,2
9926,the hand,2
9927,hand we,1
9928,can see,1
9929,see reflected,1
9930,reflected is,1
9931,is small,0
9932,small and,0
9933,and reaching,1
9934,reaching upwards,0
9935,upwards suggesting,0
9936,suggesting they,1
9937,are short,0
9938,short Then,0
9939,Then in,0
9940,is referred,1
9941,referred to,1
9942,to as,1
9943,girl Then,0
9944,Then it,0
9945,says part,1
9946,of their,1
9947,their plan,1
9948,plan was,1
9949,to give,1
9950,give her,1
9951,her the,1
9952,the how,1
9953,be evil,0
9954,evil book,0
9955,Fact of,0
9956,the day,2
9957,day sometimes,0
9958,sometimes Brandon,0
9959,Brandon prince,0
9960,prince reads,1
9961,practice of,0
9962,of Rosa,0
9963,Rosa Hubermann,0
9964,Hubermann from,0
9965,Thief i,0
9966,book lt,0
9967,art drawing,0
9968,drawing sketch,0
9969,sketch thebookthief,0
9970,thebookthief fanart,0
9971,fanart ilustration,0
9972,ilustration artwork,0
9973,artwork characterdesign,0
9974,characterdesign httpstcosPHWWBgsr,0
9975,dadwithoutadad Book,0
9976,adding chana,1
9977,chana masala,0
9978,masala The,0
9979,Set Walking,0
9980,Walking On,0
9981,On Sunshine,0
9982,Sunshine as,0
9983,honeybiblio the,1
9984,MNTOY May,0
9985,May I,0
9986,I borrow,0
9987,borrow The,0
9988,I returned,0
9989,returned it,1
9990,before I,0
9991,AuthorJDumas Book,0
9992,bookpreneur Book,0
9993,wynkenhimself The,0
9994,know were,0
9995,were not,0
9996,not supposed,1
9997,supposed to,1
9998,to judge,2
9999,judge a,1
10000,but were,0
10001,were going,0
10002,judge this,1
10003,this wine,1
10004,wine by,1
10005,its name,1
10006,name because,1
10007,its pretty,0
10008,pretty awesome,0
10009,Savage Wines,0
10010,Wines The,0
10011,at Night,0
10012,Night is,0
10013,a delicious,1
10014,delicious blend,1
10015,blend of,1
10016,of Grenache,0
10017,Grenache Syrah,0
10018,Syrah and,0
10019,and Cinsault,0
10020,creedsTo creeâ,0
10021,creeâ httpstcoJAdDnLvh,0
10022,httpstcoJAdDnLvh httpstconFfZBUqyE,0
10023,Holocaust in,0
10024,in childrenâs,0
10025,childrenâs Literature,0
10026,Literature in,0
10027,the Novel,0
10028,Novel â,0
10029,The BookÂThief,0
10030,BookÂThief httpstcohmhtFqOx,0
10031,forestnthelakes This,0
10032,a hopelessly,1
10033,hopelessly naive,1
10034,naive take,0
10035,take especially,0
10036,especially with,1
10037,with police,0
10038,police They,0
10039,have acted,1
10040,acted and,1
10041,and inspired,1
10042,inspired action,1
10043,action on,1
10044,on far,1
10045,far less,1
10046,less than,1
10047,than a,1
10048,a tweet,1
10049,tweet calling,1
10050,calling something,1
10051,something theft,0
10052,theft which,0
10053,which they,1
10054,they seemingly,1
10055,seemingly realized,1
10056,realized when,1
10057,they walked,1
10058,walked it,1
10059,it back,0
10060,back People,0
10061,People still,0
10062,still calling,1
10063,calling the,1
10064,the free,1
10065,book takers,0
10066,takers a,0
10067,thief proves,1
10068,proves this,0
10069,ikegwuauthor Book,0
10070,faerszn ive,1
10071,not homegoing,1
10072,homegoing so,1
10073,so ill,1
10074,ill check,1
10075,check that,1
10076,out thank,1
10077,thank u,1
10078,EloualiSabrine Book,0
10079,her lifeposing,0
10080,lifeposing as,0
10081,dmtoft Book,0
10082,DeleFarotimi The,0
10083,The Holy,0
10084,Holy book,0
10085,book admonishes,1
10086,admonishes your,1
10087,your political,1
10088,political class,1
10089,class not,1
10090,not to,1
10091,to steal,1
10092,steal yet,0
10093,yet they,1
10094,they steal,1
10095,steal with,1
10096,with such,1
10097,such reckless,1
10098,reckless abandon,0
10099,abandon Imagine,0
10100,Imagine your,0
10101,your society,1
10102,society without,1
10103,without the,1
10104,book Agreed,0
10105,Agreed the,0
10106,the white,2
10107,white stole,1
10108,stole from,1
10109,from us,0
10110,us but,0
10111,average African,0
10112,African politician,0
10113,politician is,1
10114,potential thief,1
10115,stealing at,1
10116,any given,1
10117,given opportunity,0
10118,CrabbyStewie I,0
10119,I swear,0
10120,swear people,1
10121,people have,1
10122,have run,1
10123,run out,1
10124,of things,1
10125,things to,1
10126,to bitch,1
10127,bitch about,1
10128,about and,2
10129,this crazy,1
10130,crazy shit,1
10131,shit for,1
10132,for attention,1
10133,attention ðŸƒ,0
10134,ðŸƒ I,0
10135,mean hello,0
10136,hello what,0
10137,thief gasp,0
10138,gasp comes,0
10139,comes back,1
10140,back after,1
10141,after making,1
10142,making their,1
10143,their selling,1
10144,selling them,1
10145,them books,0
10146,books WHAT,0
10147,WHAT THEN,0
10148,THEN ðŸ,0
10149,is with,1
10150,with great,1
10151,great sadness,1
10152,sadness l,1
10153,l hear,1
10154,hear that,1
10155,that ny,1
10156,ny friend,1
10157,friend ðŸMarkTJones,0
10158,ðŸMarkTJones has,0
10159,has passed,1
10160,passed away,1
10161,away after,1
10162,after his,1
10163,his long,1
10164,long illness,0
10165,illness He,0
10166,was such,1
10167,a special,1
10168,special friend,1
10169,friend to,1
10170,me during,1
10171,during my,1
10172,my recent,1
10173,recent illnessWe,0
10174,illnessWe used,0
10175,to tweet,1
10176,tweet twice,1
10177,twice a,1
10178,a dayHis,0
10179,dayHis book,0
10180,book Dismas,0
10181,Dismas the,0
10182,the Penitent,0
10183,Penitent Thief,0
10184,beautiful bookHe,0
10185,bookHe was,0
10186,amazing manðŸ,0
10187,AnnieGoold You,0
10188,You must,0
10189,loved sciences,0
10190,sciences stealing,0
10191,stealing my,1
10192,my chemistry,1
10193,chemistry book,1
10194,would guarantee,1
10195,guarantee poor,1
10196,poor performance,1
10197,performance to,1
10198,the thiefðŸ,0
10199,off to,0
10200,finish reading,1
10201,book thiefâšï,0
10202,thiefâšï koonight,0
10203,koonight everyonelt,0
10204,liveactionsuki Luna,0
10205,Luna aristotle,0
10206,aristotle and,1
10207,and dante,1
10208,dante discover,1
10209,universe the,0
10210,us is,1
10211,is lying,0
10212,lying the,0
10213,sun is,1
10214,is also,1
10215,also a,2
10216,a star,0
10217,star trevor,0
10218,trevor noahâs,0
10219,noahâs book,0
10220,i forgot,0
10221,clap when,0
10222,you land,0
10223,land you,0
10224,should see,1
10225,see me,1
10226,a crown,1
10227,crown and,1
10228,and tweet,1
10229,tweet cute,0
10230,have bought,1
10231,bought the,1
10232,thief sapiens,0
10233,sapiens and,1
10234,and on,3
10235,earth weâre,0
10236,weâre briefly,0
10237,briefly gorgeous,1
10238,gorgeous todayðŸðŸðŸðŸðŸ,0
10239,jazzelkilit Robert,0
10240,Robert Morris,0
10241,Morris in,0
10242,The Blessed,0
10243,Blessed Life,0
10244,Life rightly,0
10245,rightly says,0
10246,says tithe,0
10247,tithe belongs,0
10248,belongs to,2
10249,to God,0
10250,God and,0
10251,are returning,1
10252,returning what,1
10253,what belongs,1
10254,God Its,0
10255,Its not,0
10256,not ours,0
10257,ours His,0
10258,His test,0
10259,test for,1
10260,potential guy,1
